label,authors_1,authors_2,title_1,title_2,venue_1,venue_2,year_1,year_2
1,"kyu-young whang , yang-sae moon , il-yeol song , sang ho lee","sang-ho lee , kyu-young whang , yang-sae moon , il-yeol song",dynamic buffer allocation in video-on-demand systems,dynamic buffer allocation in video-on-demand systems,sigmod conference,international conference on management of data,2001,2001
0,"sunita sarawagi , ashish gupta , rakesh agrawal , prasad deshpande , jeffrey f. naughton , sameet agarwal , raghu ramakrishnan","jeffrey scott vitter , min wang",on the computation of multidimensional aggregates,approximate computation of multidimensional aggregates of sparse data using wavelets,vldb,international conference on management of data,1996,1999
0,"jiawei han , beng chin ooi , hongjun lu , kian-lee tan","christine collet , thierry coupaye , t. svensen",index nesting - an efficient approach to indexing in object-oriented databases,naos - efficient and modular reactive capabilities in an object-oriented database system,vldb j.,very large data bases,1996,1994
0,keishi tajima,"mengchi liu , gillian dobbie , tok wang ling",static detection of security flaws in object-oriented databases,a logical foundation for deductive object-oriented databases,sigmod conference,acm transactions on database systems ( tods ),1996,2002
0,"guido moerkotte , jens claußen , klaus peithner , alfons kemper","sihem amer-yahia , sophie cluet , claude delobel",optimizing queries with universal quantification in object-oriented and object-relational databases,bulk-loading techniques for object databases and an application to relational data,vldb,very large data bases,1997,1998
0,"mengchi liu , tok wang ling , gillian dobbie","shekar ramanathan , julia hodges",a logical foundation for deductive object-oriented databases,extraction of object-oriented structures from existing relational databases,acm trans . database syst .,acm sigmod record,2002,1997
1,"sridhar ramaswamy , sameer mahajan , abraham silberschatz","sridhar ramaswamy , sameer mahajan , abraham silberschatz",on the discovery of interesting patterns in association rules,on the discovery of interesting patterns in association rules,vldb,very large data bases,1998,1998
0,"joseph m. hellerstein , vijayshankar raman","thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",partial results for online query processing,genesys : a system for efficient spatial query processing,sigmod conference,international conference on management of data,2002,1994
0,harald kosch,"klemens b &#246; hm , thomas c. rakow",mpeg-7 and multimedia database systems,metadata for multimedia documents,sigmod record,acm sigmod record,2002,1994
0,"kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi",corporate act-net consortium,the aditi deductive database system,the active database management system manifesto : a rulebase of adbms features,vldb j.,acm sigmod record,1994,1996
0,"jun yang , jennifer widom","lars baekgaard , leo mark",incremental computation and maintenance of temporal aggregates,incremental computation of nested relational query expressions,vldb j.,acm transactions on database systems ( tods ),2003,1995
0,patricia g. selinger,"maurizio panti , luca spalazzi , alberto giretti",information integration and xml in ibm 's db2,a case-based approach to information integration,vldb,very large data bases,2002,2000
0,rudolf bayer,jos &#233; a. blakeley,document management as a database problem,open object database management systems,vldb,international conference on management of data,1995,1994
0,"georgios evangelidis , betty salzberg , david b. lomet","georgios evangelidis , david lomet , betty salzberg","the hbp-tree : a modified hb-tree supporting concurrency , recovery and node consolidation","the hb $ ^ \ \ pi $ - tree : a multi-attribute index supporting concurrency , recovery and node consolidation",vldb,the vldb journal -- the international journal on very large data bases,1995,1997
0,"jeffrey f. naughton , avi pfeffer , joseph m. hellerstein",anindya datta,generalized search trees for database systems,research issues in databases for arcs : active rapidly changing data systems,vldb,acm sigmod record,1995,1994
0,alberto o. mendelzon,dale a. stirling,information director 's message,information rules,sigmod record,acm sigmod record,1998,2003
0,"julia e. hodges , shekar ramanathan","beng chin ooi , jiawei han , hongjun lu , kian lee tan",extraction of object-oriented structures from existing relational databases,index nesting - an efficient approach to indexing in object-oriented databases,sigmod record,the vldb journal -- the international journal on very large data bases,1997,1996
0,"vivek r. narasayya , gautam das , surajit chaudhuri","phillip b. gibbons , yossi matias","a robust , optimization-based approach for approximate answering of aggregate queries",new sampling-based summary statistics for improving approximate query answers,sigmod conference,international conference on management of data,2001,1998
0,hans-jörg schek,"maria zemankova , yannis e. ioannidis","panel : future directions of database research - the vldb broadening strategy , part 1",scientific databases - state of the art and future directions,vldb,very large data bases,2000,1994
0,"nina edelweiss , ana carolina salgado","carole goble , brian read",report on the 17th brazilian symposium on database systems ( sbbd 2002 ),report on the 18th british national conference on databases ( bncod ),sigmod record,acm sigmod record,2003,2002
0,"manish mehta , david j. dewitt","manish mehta , david j. dewitt",data placement in shared-nothing parallel database systems,managing intra-operator parallelism in parallel database systems,vldb j.,very large data bases,1997,1995
0,"angelo pruscino , rafiul ahad , roger bamford","svein erik bratsberg , rune humborstad",a scalable and highly available networked database architecture,online scaling in a highly available database,vldb,very large data bases,1999,2001
0,josé a. blakeley,"alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo",open object database management systems,the ccube constraint object-oriented database system,sigmod conference,international conference on management of data,1994,1999
0,"alberto o. mendelzon , paolo atzeni","fabio casati , ming-chien shan , dimitrios georgakopoulos",guest editorial : databases and the web,guest editorial,vldb j.,the vldb journal -- the international journal on very large data bases,2000,2001
0,"kenneth a. ross , kyuseok shim , mary f. fernandez",kenneth a. ross,reminiscences on influential papers,reminiscences on influential papers,sigmod record,acm sigmod record,2002,2003
0,"christian a. lang , ambuj k. singh","king ip lin , h. v. jagadish , christos faloutsos",modeling high-dimensional index structures using sampling,the tv-tree : an index structure for high-dimensional data,sigmod conference,the vldb journal -- the international journal on very large data bases,2001,1994
0,narendra mohan,"gottfried vossen , mathias weske",dwms : data warehouse management system,the wasa2 object-oriented workflow management system,vldb,international conference on management of data,1996,1999
0,"a. kumaran , jayant r. haritsa","eric simon , angelika kotz dittrich",on the costs of multilingualism in database systems,promises and realities of active database systems,vldb,very large data bases,2003,1995
1,"aoying zhou , wenyun ji , shihui zheng , hongjun lu , yuqi liang , zengping tian , long zhang","aoying zhou , hongjun lu , shihui zheng , yuqi liang , long zhang , wenyun ji , zengping tian",vxmlr : a visual xml-relational database system,vxmlr : a visual xml-relational database system,vldb,very large data bases,2001,2001
